doc_id,termo_id,categoria,campo_cadastro,termo_pt,termo_en,abreviacao_pt,abreviacao_en,campo_texto,fonte_documental,idioma_declarado,idioma_detectado,data_extracao_glossario,data_processamento,glossario_versao,pipeline_versao,texto_bruto,texto_normalizado,tokens_lematizados,num_tokens_brutos,num_tokens_lematizados,entidades_detectadas,campos_extraidos,termos_relacionados,abrevs_encontradas,abrevs_expandidas,stopwords_removidas,unidade,norma_referencia,regra_normalizacao
CORP-0235,SI001,sensores_instrumentacao,sensor_temperatura_tipo,PT100,PT100,PT100,PT100,observacoes_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Embedded nos enrolamentos durante a fabricação (3 ou 6 sensores em motores grandes). Requer transmissor ou entrada analógica no CLP/SCADA.,Embedded nos enrolamentos durante a fabricação (3 ou 6 sensores em motores grandes). Requer transmissor ou entrada analógica no CLP/SCADA.,embedded | enrolamento | fabricação | sensor | em | motor | grandes | requer | transmissor | entrada | analógica | clp | scada,18,13,,{},CM004 | CM003,0,0,5,Ω (Ohm) → °C,IEC 60751 | DIN EN 60751,"Normalizar: PT100 | Pt100 | RTD | resistance thermometer → sensor_temperatura_tipo. Valores aceitos: PT100 | PT1000 | PT50 | NI120. Normalizar grafias: ""pt100"" | ""PT-100"" → ""PT100"". Curva IEC 60751."
CORP-0236,SI001,sensores_instrumentacao,sensor_temperatura_tipo,PT100,PT100,PT100,PT100,ambiguidades,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,PT100 e NTC/PTC são tecnologias de sensores de temperatura distintas — PT100 é RTD (resistência metálica linear); PTC/NTC são termistores (resposta não linear). Não intercambiar.,PT100 e NTC/PTC são tecnologias de sensores de temperatura distintas — PT100 é PT100 (resistência metálica linear); PTC/NTC são termistores (resposta não linear). Não intercambiar.,PT100 | ntc/ptc | são | tecnologias | de | sensor | de | temperatura | distintas | PT100 | PT100 | (resistência | metálica | linear); | ptc/ntc | são | termistor | (resposta | não | linear). | não | intercambiar.,22,22,PT100 | PT100 | PT100,{'codigo_evento': 100.0},SI002 | GM005 | SI001 | MP010,3,3,0,Ω (Ohm) → °C,IEC 60751 | DIN EN 60751,"Normalizar: PT100 | Pt100 | RTD | resistance thermometer → sensor_temperatura_tipo. Valores aceitos: PT100 | PT1000 | PT50 | NI120. Normalizar grafias: ""pt100"" | ""PT-100"" → ""PT100"". Curva IEC 60751."
CORP-0237,SI002,sensores_instrumentacao,protecao_termica_tipo,Termistor PTC,PTC Thermistor,PTC,PTC,definicao_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Sensor de temperatura com resistência que aumenta drasticamente acima de uma temperatura de comutação definida. Usado como proteção binária (liga/desliga) contra sobreaquecimento em motores. Instalado no enrolamento.,Sensor de temperatura com resistência que aumenta drasticamente acima de uma temperatura de comutação definida. Usado como proteção binária (liga/desliga) contra Sobrecarga Térmica em motores. Instalado no enrolamento.,sensor | de | temperatura | resistência | aumenta | drasticamente | acima | de | temperatura | de | comutação | definida | usado | proteção | binária | liga | desliga | contra | sobrecarga | térmica | em | motor | instalado | enrolamento,28,24,,{},GM005 | CM004 | CM003 | TF007,1,1,5,-,IEC 60034-11,Normalizar: PTC | termistor PTC | thermal protection | KTY → protecao_termica_tipo. Valores: PTC_110 | PTC_120 | PTC_130 | PTC_140 | PTC_155 | PTC_180 (temperatura de trip em °C). IEC 60034-11.
CORP-0238,SI002,sensores_instrumentacao,protecao_termica_tipo,Termistor PTC,PTC Thermistor,PTC,PTC,definicao_en,manual_tecnico,en,en,2026-04-29,2026-05-09,v5,v1.0,Temperature sensor with resistance that increases dramatically above a defined switching temperature. Used as binary protection (on/off) against overheating in motors. Installed in the winding.,Temperature sensor with resistance that increases dramatically above a defined switching temperature. Used as binary protection (on/off) against Sobrecarga Térmica in motors. Installed in the winding.,Temperature | sensor | with | resistance | increas | dramatically | above | defin | switch | temperature | used | binary | protection | off | against | sobrecarga | térmica | motor | install | winding,25,20,,{},GM005 | CM004 | TF007,1,1,6,-,IEC 60034-11,Normalizar: PTC | termistor PTC | thermal protection | KTY → protecao_termica_tipo. Valores: PTC_110 | PTC_120 | PTC_130 | PTC_140 | PTC_155 | PTC_180 (temperatura de trip em °C). IEC 60034-11.
CORP-0239,SI002,sensores_instrumentacao,protecao_termica_tipo,Termistor PTC,PTC Thermistor,PTC,PTC,observacoes_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Aciona relé de proteção que desliga o motor. Mais simples que PT100, sem medição contínua de temperatura.",Aciona relé de proteção que desliga o motor. Mais simples que PT100 sem medição contínua de temperatura.,aciona | relé | de | proteção | desliga | motor | simples | PT100 | sem | medição | contínua | de | temperatura,16,13,PT100,{'codigo_evento': 100.0},GM005 | SI001 | SI006,1,1,3,-,IEC 60034-11,Normalizar: PTC | termistor PTC | thermal protection | KTY → protecao_termica_tipo. Valores: PTC_110 | PTC_120 | PTC_130 | PTC_140 | PTC_155 | PTC_180 (temperatura de trip em °C). IEC 60034-11.
CORP-0240,SI002,sensores_instrumentacao,protecao_termica_tipo,Termistor PTC,PTC Thermistor,PTC,PTC,ambiguidades,manual_tecnico,pt,misto,2026-04-29,2026-05-09,v5,v1.0,PTC (Positive Temperature Coefficient) como termistor de proteção difere de PTC como elemento de aquecimento autolimitante — contexto de proteção de motor: PTC = termistor de trip em enrolamento.,Termistor PTC (Positive Temperature Coefficient) como termistor de proteção difere de Termistor PTC como elemento de aquecimento autolimitante — contexto de proteção de motor: Termistor PTC = termistor de Desarme em enrolamento.,termistor | PTC | (positive | Temperature | coefficient) | termistor | de | proteção | difere | de | termistor | PTC | elemento | de | aquecimento | autolimitante | contexto | de | proteção | de | motor: | termistor | PTC | termistor | de | desarme | em | enrolamento.,27,28,,{},CM004 | TM001 | CM003 | SI002 | EL002 | GM005,4,4,2,-,IEC 60034-11,Normalizar: PTC | termistor PTC | thermal protection | KTY → protecao_termica_tipo. Valores: PTC_110 | PTC_120 | PTC_130 | PTC_140 | PTC_155 | PTC_180 (temperatura de trip em °C). IEC 60034-11.
CORP-0241,SI003,sensores_instrumentacao,sensor_vibracao_tipo,Acelerômetro,Accelerometer,accel.,accel.,definicao_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Sensor que mede a aceleração de vibração de um ponto do equipamento. Baseado no efeito piezoelétrico. Fornece sinal proporcional à aceleração, integrável para obter velocidade e deslocamento de vibração.","Sensor que mede a aceleração de vibração de um ponto do equipamento. Baseado no efeito piezoelétrico. Fornece sinal proporcional à aceleração, integrável para obter velocidade e deslocamento de vibração.",sensor | mede | aceleração | de | vibração | de | ponto | do | equipamento | baseado | efeito | piezoelétrico | fornece | sinal | proporcional | aceleração | integrável | obter | velocidade | deslocamento | de | vibração,26,22,,{},GM004,0,0,4,g (aceleração gravitacional) ou m/s²,ISO 10816 | ISO 20816,"Normalizar: acelerômetro | accelerometer | acc. | vibration sensor | MEMS acc → sensor_vibracao_tipo. Registrar sensibilidade (mV/g), faixa de frequência (Hz) e montagem (rosca, adesivo, magnético)."
CORP-0242,SI003,sensores_instrumentacao,sensor_vibracao_tipo,Acelerômetro,Accelerometer,accel.,accel.,definicao_en,manual_tecnico,en,en,2026-04-29,2026-05-09,v5,v1.0,"Sensor that measures vibration acceleration at a point on the equipment. Based on the piezoelectric effect. Provides signal proportional to acceleration, integrable to obtain vibration velocity and displacement.","Sensor that measures vibration acceleration at a point on the equipment. Based on the piezoelectric effect. Provides signal proportional to acceleration, integrable to obtain vibration velocity and displacement.",sensor | measur | vibration | acceleration | point | equipment | bas | piezoelectric | effect | provid | signal | proportional | acceleration | integrable | obtain | vibration | velocity | and | displacement,27,19,,{},GM004,0,0,8,g (aceleração gravitacional) ou m/s²,ISO 10816 | ISO 20816,"Normalizar: acelerômetro | accelerometer | acc. | vibration sensor | MEMS acc → sensor_vibracao_tipo. Registrar sensibilidade (mV/g), faixa de frequência (Hz) e montagem (rosca, adesivo, magnético)."
CORP-0243,SI003,sensores_instrumentacao,sensor_vibracao_tipo,Acelerômetro,Accelerometer,accel.,accel.,observacoes_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Montado sobre o mancal (tampa de mancal). Conexão por parafuso ou adesivo. Cabo BNC ou M12.,Montado sobre o mancal (tampa de mancal). Conexão por parafuso ou adesivo. Cabo BNC ou M12.,montado | mancal | tampa | de | mancal | conexão | parafuso | adesivo | cabo | bnc | m12,15,11,,{},,0,0,4,g (aceleração gravitacional) ou m/s²,ISO 10816 | ISO 20816,"Normalizar: acelerômetro | accelerometer | acc. | vibration sensor | MEMS acc → sensor_vibracao_tipo. Registrar sensibilidade (mV/g), faixa de frequência (Hz) e montagem (rosca, adesivo, magnético)."
CORP-0244,SI003,sensores_instrumentacao,sensor_vibracao_tipo,Acelerômetro,Accelerometer,accel.,accel.,ambiguidades,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"""Acc"" pode ser acelerômetro ou acumulador (de pressão hidráulica) — contexto sensor de vibração: acc = acelerômetro. Especificar tipo IEPE (alimentação por corrente constante) ou MEMS.","""Acc"" pode ser acelerômetro ou acumulador (de pressão hidráulica) — contexto sensor de vibração: acc = acelerômetro. Especificar tipo IEPE (alimentação por corrente constante) ou MEMS.","""acc"" | pode | acelerômetro | acumulador | (de | pressão | hidráulica) | contexto | sensor | de | vibração: | acc | acelerômetro. | especificar | tipo | iepe | (alimentação | corrente | constante) | mems.",24,20,,{},GE002 | SI003 | GM004,0,0,4,g (aceleração gravitacional) ou m/s²,ISO 10816 | ISO 20816,"Normalizar: acelerômetro | accelerometer | acc. | vibration sensor | MEMS acc → sensor_vibracao_tipo. Registrar sensibilidade (mV/g), faixa de frequência (Hz) e montagem (rosca, adesivo, magnético)."
CORP-0245,SI004,sensores_instrumentacao,sensor_encoder_tipo,Encoder,Encoder,enc.,enc.,definicao_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Dispositivo eletromecânico acoplado ao eixo do motor que converte a posição ou movimento angular em pulsos elétricos. Fornece feedback de posição e velocidade para sistemas de controle e inversores de frequência.,Dispositivo eletromecânico acoplado ao Eixo do motor que converte a posição ou movimento angular em pulsos elétricos. Fornece feedback de posição e velocidade para sistemas de controle e inversores de frequência.,dispositivo | eletromecânico | acoplado | eixo | do | motor | converte | posição | movimento | angular | em | pulsos | elétricos | fornece | feedback | de | posição | velocidade | sistemas | de | controle | inversor | de | frequência,28,24,,{},CM006 | GE004,1,1,4,pulsos/revolução (PPR),-,Normalizar: encoder | codificador | pulse sensor | tachometer → sensor_encoder_tipo. Tipos: incremental | absoluto | magnetico | optico. Registrar resolução (PPR) e tensão de alimentação (V).
CORP-0246,SI004,sensores_instrumentacao,sensor_encoder_tipo,Encoder,Encoder,enc.,enc.,definicao_en,manual_tecnico,en,en,2026-04-29,2026-05-09,v5,v1.0,Electromechanical device coupled to the motor shaft that converts angular position or motion into electrical pulses. Provides position and speed feedback for control systems and frequency inverters.,Electromechanical device coupled to the motor shaft that converts angular position or motion into electrical pulses. Provides position and speed feedback for control systems and frequency inverters.,electromechanical | device | coupl | motor | shaft | convert | angular | position | or | motion | into | electrical | puls | provid | position | and | spe | feedback | control | system | and | frequency | inverter,27,23,,{},CM006 | GE004,0,0,4,pulsos/revolução (PPR),-,Normalizar: encoder | codificador | pulse sensor | tachometer → sensor_encoder_tipo. Tipos: incremental | absoluto | magnetico | optico. Registrar resolução (PPR) e tensão de alimentação (V).
CORP-0247,SI004,sensores_instrumentacao,sensor_encoder_tipo,Encoder,Encoder,enc.,enc.,observacoes_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Tipos: incremental (velocidade e posição relativa) e absoluto (posição absoluta). Essencial em servo-drives e controle vetorial.,Tipos: incremental (velocidade e posição relativa) e absoluto (posição absoluta). Essencial em servo-drives e controle vetorial.,tipos | incremental | velocidade | posição | relativa | absoluto | posição | absoluta | essencial | em | servo-drives | controle | vetorial,13,13,,{},SI005,0,0,0,pulsos/revolução (PPR),-,Normalizar: encoder | codificador | pulse sensor | tachometer → sensor_encoder_tipo. Tipos: incremental | absoluto | magnetico | optico. Registrar resolução (PPR) e tensão de alimentação (V).
CORP-0248,SI004,sensores_instrumentacao,sensor_encoder_tipo,Encoder,Encoder,enc.,enc.,ambiguidades,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"""Encoder"" pode ser encoder de posição (incremental/absoluto) ou encoder de vídeo/áudio (compressão) — contexto motor elétrico: encoder = sensor de posição angular rotativo.","""Encoder"" pode ser encoder de posição (incremental/absoluto) ou encoder de vídeo/áudio (compressão) — contexto motor elétrico: encoder = sensor de posição angular rotativo.","""encoder"" | pode | encoder | de | posição | (incremental/absoluto) | encoder | de | vídeo/áudio | (compressão) | contexto | motor | elétrico: | encoder | sensor | de | posição | angular | rotativo.",21,19,,{},SI004,0,0,2,pulsos/revolução (PPR),-,Normalizar: encoder | codificador | pulse sensor | tachometer → sensor_encoder_tipo. Tipos: incremental | absoluto | magnetico | optico. Registrar resolução (PPR) e tensão de alimentação (V).
CORP-0249,SI005,acionamento_controle,acionamento_tipo,Inversor de Frequência,Variable Frequency Drive,IF,VFD,definicao_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Dispositivo eletrônico que controla a velocidade do motor variando a frequência e tensão de alimentação. Permite partida suave, controle de torque e economia de energia em cargas variáveis (bomba, ventilador, compressor).","Dispositivo eletrônico que controla a velocidade do motor variando a frequência e tensão de alimentação. Permite partida suave, controle de torque e economia de energia em cargas variáveis (bomba, ventilador, compressor).",dispositivo | eletrônico | controla | velocidade | do | motor | variar | frequência | tensão | de | alimentação | permite | partida | suave | controle | de | torque | economia | de | energia | em | cargas | variáveis | bomba | ventilador | compressor,27,26,,{},TM001 | GM002 | CM007 | GE004 | AC002 | GE001,0,0,1,-,IEC 61800 | NBR IEC 61800,"Normalizar: VFD | inversor | variador freq | frequência variável | conversor | drive → acionamento_tipo. Valores: vfd | soft_starter | partida_direta | partida_estrela_triangulo | partida_autotransformador. Normalizar ""drive"" → ""vfd""."
CORP-0250,SI005,acionamento_controle,acionamento_tipo,Inversor de Frequência,Variable Frequency Drive,IF,VFD,definicao_en,manual_tecnico,en,en,2026-04-29,2026-05-09,v5,v1.0,"Electronic device that controls motor speed by varying supply frequency and voltage. Enables soft start, torque control, and energy savings in variable loads (pumps, fans, compressors).","Electronic device that controls motor speed by varying supply frequency and voltage. Enables soft start, torque control, and energy savings in variable loads (pumps, fans, compressors).",electronic | device | control | motor | spe | vary | supply | frequency | and | voltage | enabl | soft | start | torque | control | and | energy | saving | variable | load | pump | fans | compressor,26,23,,{},GM002 | CM007 | GE004 | TN001 | GE001,0,0,3,-,IEC 61800 | NBR IEC 61800,"Normalizar: VFD | inversor | variador freq | frequência variável | conversor | drive → acionamento_tipo. Valores: vfd | soft_starter | partida_direta | partida_estrela_triangulo | partida_autotransformador. Normalizar ""drive"" → ""vfd""."
CORP-0251,SI005,acionamento_controle,acionamento_tipo,Inversor de Frequência,Variable Frequency Drive,IF,VFD,observacoes_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Motores alimentados por VFD devem ser IE3 ou especiais inverter-duty. Geram harmônicos e tensões de modo comum que podem degradar rolamentos (correntes de eixo).,Motores alimentados por Inversor de Frequência devem ser Classe de Eficiência ou especiais inverter-duty. Geram harmônicos e tensões de modo comum que podem degradar rolamentos (correntes de eixo).,motor | alimentados | inversor | de | frequência | devem | classe | de | eficiência | especial | inverter-duty | geram | harmônicos | tensões | de | modo | comum | podem | degradar | rolamento | corrente | de | eixo,23,23,,{},CM006 | CM003 | GE010 | SI005 | IS004 | GE008 | GE002,2,2,4,-,IEC 61800 | NBR IEC 61800,"Normalizar: VFD | inversor | variador freq | frequência variável | conversor | drive → acionamento_tipo. Valores: vfd | soft_starter | partida_direta | partida_estrela_triangulo | partida_autotransformador. Normalizar ""drive"" → ""vfd""."
CORP-0252,SI005,acionamento_controle,acionamento_tipo,Inversor de Frequência,Variable Frequency Drive,IF,VFD,ambiguidades,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"""Conversor"" pode ser conversor de frequência (VFD), conversor A/D ou conversor de protocolo — contexto acionamento de motor: conversor = conversor de frequência (VFD/inversor).","""Conversor"" pode ser conversor de frequência (VFD), conversor A/D ou conversor de protocolo — contexto acionamento de motor: conversor = conversor de frequência (VFD/inversor).","""conversor"" | pode | conversor | de | frequência | (vfd), | conversor | a/d | conversor | de | protocolo | contexto | acionamento | de | motor: | conversor | conversor | de | frequência | (vfd/inversor).",22,20,,{},SI005 | GE004,0,0,2,-,IEC 61800 | NBR IEC 61800,"Normalizar: VFD | inversor | variador freq | frequência variável | conversor | drive → acionamento_tipo. Valores: vfd | soft_starter | partida_direta | partida_estrela_triangulo | partida_autotransformador. Normalizar ""drive"" → ""vfd""."
CORP-0253,SI006,sensores_instrumentacao,rele_protecao_modelo,Relé de Proteção,Protection Relay,relé prot.,prot. relay,definicao_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Dispositivo que monitora parâmetros elétricos do motor (corrente, tensão, temperatura) e atua sobre o disjuntor ou contator para proteger o motor contra sobrecarga, falta de fase, subtensão e outros distúrbios.","Dispositivo que monitora parâmetros elétricos do motor (corrente, tensão, temperatura) e atua sobre o disjuntor ou contator para proteger o motor contra Sobrecarga Térmica falta de fase, subtensão e outros distúrbios.",dispositivo | monitora | parâmetros | elétricos | do | motor | corrente | tensão | temperatura | atua | disjuntor | contator | proteger | motor | contra | sobrecarga | térmica | falta | de | fase | subtensão | outros | distúrbios,26,23,,{},TF009 | GM005 | TF013 | GE002 | GE001 | TF007,1,1,4,-,IEC 60255 | ANSI/IEEE C37.96,"Normalizar: relé proteção | relay | protection relay | PR → rele_protecao_modelo. Registrar fabricante, modelo e funções ANSI (ex.: 49 = sobrecarga térmica; 50/51 = sobrecorrente; 46 = desequilíbrio)."
CORP-0254,SI006,sensores_instrumentacao,rele_protecao_modelo,Relé de Proteção,Protection Relay,relé prot.,prot. relay,definicao_en,manual_tecnico,en,en,2026-04-29,2026-05-09,v5,v1.0,"Device that monitors motor electrical parameters (current, voltage, temperature) and acts on the circuit breaker or contactor to protect the motor against overload, phase loss, undervoltage, and other disturbances.","Device that monitors motor electrical parameters (current, voltage, temperature) and acts on the circuit breaker or contactor to protect the motor against overload, phase loss, Subtensão and other disturbances.",device | monitor | motor | electrical | parameter | current | voltage | temperature | and | acts | circuit | breaker | or | contactor | protect | motor | against | overload | phase | loss | subtensão | and | disturbanc,29,23,,{},TF009 | GM005 | TF013 | TN001 | GE002 | GE001,1,1,6,-,IEC 60255 | ANSI/IEEE C37.96,"Normalizar: relé proteção | relay | protection relay | PR → rele_protecao_modelo. Registrar fabricante, modelo e funções ANSI (ex.: 49 = sobrecarga térmica; 50/51 = sobrecorrente; 46 = desequilíbrio)."
CORP-0255,SI006,sensores_instrumentacao,rele_protecao_modelo,Relé de Proteção,Protection Relay,relé prot.,prot. relay,observacoes_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Funções ANSI comuns: 49 (térmica), 51 (sobrecorrente), 46 (sequência negativa/falta de fase), 27 (subtensão).","Funções ANSI comuns: 49 (térmica), 51 (sobrecorrente), 46 (sequência negativa/falta de fase), 27 (subtensão).",funções | ansi | comuns | 49 | térmica | 51 | sobrecorrente | 46 | sequência | negativa | falta | de | fase | 27 | subtensão,15,15,,{},TF009 | TF011 | TF013 | GE002 | GE001,0,0,0,-,IEC 60255 | ANSI/IEEE C37.96,"Normalizar: relé proteção | relay | protection relay | PR → rele_protecao_modelo. Registrar fabricante, modelo e funções ANSI (ex.: 49 = sobrecarga térmica; 50/51 = sobrecorrente; 46 = desequilíbrio)."
CORP-0256,SI006,sensores_instrumentacao,rele_protecao_modelo,Relé de Proteção,Protection Relay,relé prot.,prot. relay,ambiguidades,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,Relé de proteção (função elétrica) difere de relé de controle (lógica de comando) — registrar código de função ANSI para desambiguar tipo; ex.: relé 49 = proteção térmica de motor.,Relé de proteção (função elétrica) difere de relé de controle (lógica de comando) — registrar código de função ANSI para desambiguar tipo; Motor à Prova de Explosão relé 49 = proteção térmica de motor.,relé | de | proteção | (função | elétrica) | difere | de | relé | de | controle | (lógica | de | comando) | registrar | código | de | função | ansi | desambiguar | tipo; | motor | prova | de | explosão | relé | 49 | proteção | térmica | de | motor.,28,30,,{},SI006,1,1,1,-,IEC 60255 | ANSI/IEEE C37.96,"Normalizar: relé proteção | relay | protection relay | PR → rele_protecao_modelo. Registrar fabricante, modelo e funções ANSI (ex.: 49 = sobrecarga térmica; 50/51 = sobrecorrente; 46 = desequilíbrio)."
CORP-0257,SI007,sensores_instrumentacao,conectividade_iiot,IIoT,IIoT,IIoT,IIoT,definicao_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Rede de dispositivos físicos industriais interconectados com capacidade de coleta, processamento e transmissão de dados operacionais via protocolos de comunicação (MQTT, OPC-UA) para plataformas de análise e manutenção preditiva.","Rede de dispositivos físicos industriais interconectados com capacidade de coleta, processamento e transmissão de dados operacionais via protocolos de comunicação (MQTT, OPC-UA) para plataformas de análise e manutenção preditiva.",rede | de | dispositivos | físicos | industrial | interconectados | capacidade | de | coleta | processamento | transmissão | de | dados | operacional | via | protocolos | de | comunicação | mqtt | opc-ua | plataformas | de | análise | manutenção | preditiva,27,25,,{},MP001,0,0,2,-,IEC 62443 | OPC-UA IEC 62541,Normalizar: IIoT | industrial IoT | MQTT | OPC-UA | conectividade | iiot → conectividade_iiot. Protocolos aceitos: MQTT | OPC-UA | Modbus-TCP | PROFINET | EtherNet-IP | REST-HTTP. Normalizar para uppercase.
CORP-0258,SI007,sensores_instrumentacao,conectividade_iiot,IIoT,IIoT,IIoT,IIoT,definicao_en,manual_tecnico,en,en,2026-04-29,2026-05-09,v5,v1.0,"Network of interconnected industrial physical devices capable of collecting, processing, and transmitting operational data via communication protocols (MQTT, OPC-UA) to analytics and predictive maintenance platforms.","Network of interconnected industrial physical devices capable of collecting, processing, and transmitting operational data via communication protocols (MQTT, OPC-UA) to analytics and predictive maintenance platforms.",network | interconnect | industrial | physical | devic | capable | collect | process | and | transmitt | operational | data | via | communication | protocol | mqtt | opc-ua | analytic | and | predictive | maintenance | platform,25,22,,{},TM001 | MP001,0,0,3,-,IEC 62443 | OPC-UA IEC 62541,Normalizar: IIoT | industrial IoT | MQTT | OPC-UA | conectividade | iiot → conectividade_iiot. Protocolos aceitos: MQTT | OPC-UA | Modbus-TCP | PROFINET | EtherNet-IP | REST-HTTP. Normalizar para uppercase.
CORP-0259,SI007,sensores_instrumentacao,conectividade_iiot,IIoT,IIoT,IIoT,IIoT,observacoes_pt,manual_tecnico,pt,misto,2026-04-29,2026-05-09,v5,v1.0,"Protocolos comuns: MQTT, OPC-UA, Modbus TCP, PROFINET, EtherNet/IP.","Protocolos comuns: MQTT, OPC-UA, Modbus TCP, PROFINET, EtherNet/IP.",protocolos | comuns | mqtt | opc-ua | modbus | tcp | profinet | ethernet | IP,9,9,,{},,0,0,0,-,IEC 62443 | OPC-UA IEC 62541,Normalizar: IIoT | industrial IoT | MQTT | OPC-UA | conectividade | iiot → conectividade_iiot. Protocolos aceitos: MQTT | OPC-UA | Modbus-TCP | PROFINET | EtherNet-IP | REST-HTTP. Normalizar para uppercase.
CORP-0260,SI007,sensores_instrumentacao,conectividade_iiot,IIoT,IIoT,IIoT,IIoT,ambiguidades,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"IIoT (Industrial IoT) é o ecossistema; MQTT e OPC-UA são protocolos específicos — registrar nível de abstração correto: campo conectividade_iiot para protocolo usado, não para o conceito genérico.","IIoT (Industrial IoT) é o ecossistema; MQTT e OPC-UA são protocolos específicos — registrar nível de abstração correto: campo Telemetria de Sensor para protocolo usado, não para o conceito genérico.","IIoT | (industrial | iot) | ecossistema; | mqtt | opc-ua | são | protocolos | específicos | registrar | nível | de | abstração | correto: | campo | telemetria | de | sensor | protocolo | usado, | não | conceito | genérico.",23,23,,{},SI007,2,2,2,-,IEC 62443 | OPC-UA IEC 62541,Normalizar: IIoT | industrial IoT | MQTT | OPC-UA | conectividade | iiot → conectividade_iiot. Protocolos aceitos: MQTT | OPC-UA | Modbus-TCP | PROFINET | EtherNet-IP | REST-HTTP. Normalizar para uppercase.
CORP-0261,SI008,arquitetura_digital_twin,digital_twin_id,Digital Twin,Digital Twin,DT,DT,definicao_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Representação digital dinâmica de um ativo físico (motor elétrico) que replica seu comportamento, estado e histórico em tempo real. Alimentado por dados de sensores, modelos físicos e histórico de manutenção para suporte à decisão.","Representação digital dinâmica de um ativo físico (motor elétrico) que replica seu comportamento, estado e histórico em tempo real. Alimentado por dados de sensores, modelos físicos e histórico de manutenção para suporte à decisão.",representação | digital | dinâmica | de | ativo | físico | motor | elétrico | replica | comportamento | estado | histórico | em | tempo | real | alimentado | dados | de | sensor | modelos | físicos | histórico | de | manutenção | suporte | decisão,31,26,,{},TN004,0,0,5,-,ISO 23247 | IEC 63278,Normalizar: digital twin | DT | gêmeo digital | twin | dt_id → digital_twin_id. Formato ID: DT-[PLANTA]-[TAG]-[versão]. Exemplo: DT-BR01-MTR1001-v1. ISO 23247.
CORP-0262,SI008,arquitetura_digital_twin,digital_twin_id,Digital Twin,Digital Twin,DT,DT,definicao_en,manual_tecnico,en,en,2026-04-29,2026-05-09,v5,v1.0,"Dynamic digital representation of a physical asset (electric motor) that replicates its behavior, state, and history in real time. Fed by sensor data, physical models, and maintenance history for decision support.","Dynamic digital representation of a physical asset (electric motor) that replicates its behavior, state, and history in real time. Fed by sensor data, physical models, and maintenance history for decision support.",dynamic | digital | representation | physical | asset | electric | motor | replicat | behavior | state | and | history | real | time | fed | sensor | data | physical | model | and | maintenance | history | decision | support,30,24,,{},TN004,0,0,6,-,ISO 23247 | IEC 63278,Normalizar: digital twin | DT | gêmeo digital | twin | dt_id → digital_twin_id. Formato ID: DT-[PLANTA]-[TAG]-[versão]. Exemplo: DT-BR01-MTR1001-v1. ISO 23247.
CORP-0263,SI008,arquitetura_digital_twin,digital_twin_id,Digital Twin,Digital Twin,DT,DT,observacoes_pt,manual_tecnico,pt,pt,2026-04-29,2026-05-09,v5,v1.0,"Núcleo do projeto Forzy: DT do motor integra dados de PLN, telemetria de sensores e modelos de degradação.","Núcleo do projeto Forzy: Digital Twin do motor integra dados de PLN, telemetria de sensores e modelos de degradação.",núcleo | do | projeto | forzy | digital | twin | do | motor | integra | dados | de | pln | telemetria | de | sensor | modelos | de | degradação,17,18,,{},TN004 | DT001,1,1,0,-,ISO 23247 | IEC 63278,Normalizar: digital twin | DT | gêmeo digital | twin | dt_id → digital_twin_id. Formato ID: DT-[PLANTA]-[TAG]-[versão]. Exemplo: DT-BR01-MTR1001-v1. ISO 23247.
