id,categoria,termo_pt,termo_en,abreviacao_pt,abreviacao_en,sinonimos_pt,sinonimos_en,unidade,definicao_pt,definicao_en,valores_tipicos,norma_referencia,campo_cadastro,observacoes_pt,observacoes_en,data_extracao,idioma,fonte_documental,regra_normalizacao,ambiguidades,relacao_pai,relacoes_filhos,relacoes_relacionados
NC002,normas_certificacoes,NBR 17094,NBR 17094 / IEC 60034,NBR 17094,IEC 60034,norma ABNT motores | norma brasileira motores,Brazilian motor standard | IEC rotating machines standard,-,"Norma ABNT que especifica requisitos para motores de indução trifásicos de gaiola para serviço em redes de 50 Hz e 60 Hz (alinhada à IEC 60034). Define requisitos de desempenho, teste e dados de placa.","ABNT standard specifying requirements for three-phase squirrel cage induction motors for 50 Hz and 60 Hz networks (aligned with IEC 60034). Defines performance, testing, and nameplate data requirements.","Escopo: motores de indução trifásicos de 0,1 kW a 10 MW, até 1 kV | Partes: NBR 17094-1 (requisitos gerais) | NBR 17094-3 (eficiência energética) | Tensões normalizadas: 220/380/440/760 V (50/60 Hz) | Classes de eficiência: IE2 | IE3 | IE4 (alinhado IEC 60034-30-1) | Vigência: alinhada ao programa PROCEL Eletro / Portaria INMETRO 217/2020",ABNT NBR 17094,norma_aplicavel,Substituiu a série NBR 7094. Composta por várias partes cobrindo diferentes aspectos do motor.,Replaced the NBR 7094 series. Composed of several parts covering different aspects of the motor.,2026-04-29,pt-BR / en-US,placa_equipamento,Normalizar: NBR 17094 | NBR17094 | ABNT 17094 | norma brasileira motor → norma_aplicavel. Registrar parte aplicável: NBR 17094-1 (motores trifásicos) ou NBR 17094-3 (monofásicos).,"NBR 17094 é a norma brasileira equivalente à IEC 60034 — ao registrar conformidade, indicar qual parte da norma se aplica para evitar referência genérica.",,,PO006 | TM002 | NC001
NC003,normas_certificacoes,NEMA MG1,NEMA MG1,NEMA,NEMA,padrão NEMA | norma NEMA,NEMA standard | National Electrical Manufacturers Association,-,"Padrão americano publicado pela National Electrical Manufacturers Association que especifica requisitos construtivos e de desempenho para motores elétricos. Define frames, fator de serviço e categorias de projeto (Design A, B, C, D).","American standard published by the National Electrical Manufacturers Association specifying constructive and performance requirements for electric motors. Defines frames, service factor, and design categories (Design A, B, C, D).","Escopo: motores CA e CC de uso geral, fracionário e integral | Carcaças normalizadas NEMA: 48 | 56 | 143 | 145 | 182 | 184 | 213 | 215 | 254 | 256 | 284 | 286 | 324 | 326 | 364 | 365 | 404 | 405 | 444 | 445 | Classes de eficiência: NEMA Nom. Eff. | Premium Efficiency (NEMA MG1 Part 31) | Código de partida (KVA): A | B | C | D | E | F | G | H | J | K | L | M | Regime: CONT (S1) | SHORT TIME (S2) | conforme tabela Part 2",NEMA MG1,norma_aplicavel,Equipamentos importados dos EUA frequentemente seguem NEMA. Importante para conversão de frames e especificações.,Equipment imported from the US frequently follows NEMA. Important for frame conversion and specifications.,2026-04-29,pt-BR / en-US,placa_equipamento,Normalizar: NEMA MG1 | NEMAMG1 | NEMA | nema mg → norma_aplicavel. Registrar seção/part relevante (ex.: Part 31 para VFD-duty).,"NEMA e IEC usam sistemas de dimensionamento de carcaça incompatíveis — ao registrar carcaça, indicar padrão (NEMA frame ex. 256T ou IEC frame ex. 160M) para evitar erros de mapeamento.",,,TM005 | IS005 | IS003
TN001,tags_nomenclatura,TAG,TAG,TAG,TAG,código do ativo | identificação do equipamento | código de instrumento,asset tag | equipment ID | instrument tag | plant item number,-,"Identificador alfanumérico único atribuído a cada equipamento na planta industrial. Segue convenção de nomenclatura interna ou normativa (ISA 5.1) que codifica tipo de equipamento, área, unidade e número sequencial.","Unique alphanumeric identifier assigned to each piece of equipment in the industrial plant. Follows internal or normative (ISA 5.1) naming convention encoding equipment type, area, unit, and sequential number.",MOT-1001-A | M-BOM-001 | PUMP-101-DRIVE,ISA 5.1 | ISO 10628,tag_equipamento,"Estrutura típica: [Tipo]-[Área]-[Número]. Ex.: MOT-0101 = Motor, Área 01, Equipamento 01.","Typical structure: [Type]-[Area]-[Number]. E.g.: MOT-0101 = Motor, Area 01, Equipment 01.",2026-04-29,pt-BR / en-US,norma_tecnica,"Normalizar: tag | TAG | tag_eq | equipamento_id → tag_equipamento. Formato padrão ISA 5.1: [Prefixo-Funcional]-[Número]-[Sufixo]. Exemplo: MTR-1001-A. Uppercase; remover espaços; separador ""-"".","TAG pode ser confundido com etiqueta RFID/QR (tag físico) — no contexto de P&ID e SCADA: TAG = identificador alfanumérico lógico do equipamento, não o suporte físico.",,TN002,TN003 | TN004 | TN005 | EL004
TN002,tags_nomenclatura,Número de Série,Serial Number,N/S,S/N,nº série | número de fabricação,serial no. | manufacturing number,-,"Identificador único atribuído pelo fabricante a uma unidade específica do equipamento. Permite rastreabilidade de fabricação, garantia e histórico de manutenção.","Unique identifier assigned by the manufacturer to a specific unit of equipment. Enables manufacturing traceability, warranty, and maintenance history tracking.",Formato fabricante WEG: 2 letras + ano + sequência (ex.: AB2024012345) | Formato fabricante ABB: alfanumérico 10-15 caracteres (ex.: 3GBA092410-BDA) | Formato Siemens: 12 dígitos numéricos | Rastreabilidade: vinculado ao certificado de ensaio de fábrica (FAT) | Campo SAP-PM: EQUNR (número de equipamento) ou campo Z customizado,IEC 60034-1,numero_serie,Obrigatório na placa de identificação. Essencial para consulta ao fabricante e registros de garantia.,Mandatory on the identification nameplate. Essential for manufacturer consultation and warranty records.,2026-04-29,pt-BR / en-US,ficha_cadastro_ativo,Normalizar: SN | S/N | n. série | serial | número série → numero_serie. Manter formato do fabricante; remover espaços; uppercase.,"""S/N"" pode ser número de série ou relação sinal-ruído (Signal-to-Noise) — contexto cadastro de ativo: S/N = Serial Number. Contexto análise de sinal: S/N = signal-to-noise ratio.",TN001,,TN001 | AC003 | TN003
TN003,tags_nomenclatura,Fabricante,Manufacturer,fab.,mfr.,marca | OEM,brand | OEM | motor manufacturer,-,"Empresa responsável pela fabricação do motor elétrico. Principais fabricantes no mercado brasileiro: WEG, Voges, Toshiba, ABB, Siemens, Weg, Nidec, Baldor.","Company responsible for manufacturing the electric motor. Main manufacturers in the Brazilian market: WEG, Voges, Toshiba, ABB, Siemens, Nidec, Baldor.",WEG | ABB | Siemens | Toshiba | Nidec/Baldor | Voges | SEW-Eurodrive,-,fabricante,"Importante para rastreabilidade de peças, manuais técnicos e suporte pós-venda.","Important for parts traceability, technical manuals, and after-sales support.",2026-04-29,pt-BR / en-US,ficha_cadastro_ativo,"Normalizar: fabricante | manufacturer | fab. | OEM → fabricante. Normalizar nomes: ""WEG"" | ""Weg"" → ""WEG""; ""siemens"" → ""Siemens"". Manter grafia oficial do fabricante; uppercase siglas.","Fabricante do motor pode diferir do fabricante do acionamento — ao registrar fabricante, especificar se é do motor, VFD, relé ou outro componente.",,,TN001 | TN002 | SI008
TN004,tags_nomenclatura,Modelo,Model,mod.,mod.,referência do produto | código do modelo,product reference | model code | part number,-,"Denominação alfanumérica atribuída pelo fabricante a uma linha ou versão específica de motor. Codifica geralmente potência, carcaça, versão construtiva e opcionais.","Alphanumeric designation assigned by the manufacturer to a specific motor line or version. Generally encodes power, frame, constructive version, and options.",WEG W22 IE3 | ABB M3BP 132 | Siemens 1LE1,-,modelo_fabricante,"Fundamental para consulta de curvas de desempenho, listas de peças e manuais de manutenção.","Fundamental for consulting performance curves, parts lists, and maintenance manuals.",2026-04-29,pt-BR / en-US,ficha_cadastro_ativo,Normalizar: modelo | model | part number | PN | referência → modelo_fabricante. Manter código exato do fabricante; remover espaços supérfluos; preservar hifens e pontos originais.,"""Modelo"" pode ser o nome comercial (ex. W22) ou o código técnico completo (W22-160M-4-60Hz-15kW) — registrar código técnico completo preferencial; nome comercial em campo auxiliar.",,,TN001 | TN003 | EL004
TN005,tags_nomenclatura,Localização Funcional,Functional Location,loc. func.,FLOC,posição funcional | local de instalação | hierarquia técnica,functional location | technical object | plant structure,-,Código hierárquico que descreve a posição do motor dentro da estrutura da planta (área → unidade → sistema → equipamento). Conceito central no SAP PM e sistemas CMMS.,Hierarchical code describing the motor's position within the plant structure (area → unit → system → equipment). Central concept in SAP PM and CMMS systems.,BR-SP-01-BOMB-001 | PLANT1-AREA2-SYS01-MOT01,ISO 14224 | SAP PM,localizacao_funcional,A localização funcional é hierárquica e independe de onde o equipamento físico está instalado temporariamente.,Functional location is hierarchical and independent of where the physical equipment is temporarily installed.,2026-04-29,pt-BR / en-US,ficha_cadastro_ativo,"Normalizar: localização funcional | functional location | FL | floc → localizacao_funcional. Hierarquia SAP PM: PLANTA-ÁREA-SISTEMA-EQUIPAMENTO. Exemplo: BR01-UTIL-BOMB-MTR001. Uppercase; separador ""-"".",Localização funcional (posição lógica na hierarquia de manutenção) difere de localização física (coordenadas ou endereço) — usar este campo apenas para hierarquia funcional de manutenção.,,,TN001 | NC001 | PO006
MP001,manutencao_preditiva,Manutenção Preditiva,Predictive Maintenance,MPd,PdM,manutenção baseada em condição,condition-based maintenance | CBM,-,"Estratégia de manutenção que monitora continuamente o estado do equipamento por meio de técnicas de monitoramento de condição, realizando intervenções apenas quando parâmetros indicam iminência de falha.","Maintenance strategy that continuously monitors equipment condition through condition monitoring techniques, performing interventions only when parameters indicate imminent failure.",Técnicas: análise de vibração | MCSA | termografia | análise de óleo | ultrassom | análise de corrente | Custo típico de implementação: R$ 15.000 a R$ 150.000 por ativo monitorado (sensor + software) | ROI típico: redução de 30% a 70% em custos de manutenção corretiva | Cobertura: motores > 37 kW (prioridade) | > 15 kW (recomendado) | < 15 kW (opcional) | Horizonte de predição típico: 2 semanas a 3 meses de antecedência à falha,ISO 13381 | NBR ISO 13379 | ISO 17359,estrategia_manutencao,"Técnicas PdM para motores: análise de vibração, termografia, MCSA, análise de óleo, ultrassom, análise de corrente.","PdM techniques for motors: vibration analysis, thermography, MCSA, oil analysis, ultrasound, current analysis.",2026-04-29,pt-BR / en-US,registro_operacional,Normalizar: manutencao preditiva | predictive maintenance | PdM | CBM → estrategia_manutencao. Valores aceitos: preditiva | preventiva | corretiva | detectiva | prescritiva. Normalizar para snake_case.,"Manutenção preditiva (PdM) difere de manutenção baseada em condição (CBM) em rigor técnico — PdM usa modelos prognosticos; CBM inclui ações reativas por threshold. No contexto Forzy, tratar como equivalentes.",,MP002 | MP003 | MP004 | MP005 | MP006,MP007 | MP008 | MP009 | MP010 | SI008
MP002,manutencao_preditiva,MCSA,MCSA,MCSA,MCSA,análise de assinatura de corrente do motor,Motor Current Signature Analysis,-,"Técnica de diagnóstico não invasivo que analisa o espectro de frequência da corrente de alimentação do motor para detectar falhas em rolamentos, barras de rotor, excentricidade e problemas de carga.","Non-invasive diagnostic technique that analyzes the frequency spectrum of the motor supply current to detect bearing faults, rotor bar faults, eccentricity, and load problems.",Frequências monitoradas: fn (fundamental) | 2fn | sidebandas de falha | Equipamento: analisador de energia com FFT (mín. 3200 linhas de resolução) | Frequência de amostragem: 10 kHz a 100 kHz (dependendo da grandeza) | Sensibilidade detecção barra quebrada: > −40 dBc na sidebanda (1−2s)fn | Aplicação: motores ≥ 15 kW com VSD ou partida direta,IEC 60034-1 | IEEE 1159 (apenas distúrbios elétricos),tecnica_monitoramento,"IEEE 1159 cobre qualidade de energia elétrica, não é norma central de diagnóstico MCSA. Para análise de falhas por assinatura de corrente, consultar literatura especializada de manutenção preditiva.","IEEE 1159 covers power quality, not MCSA fault diagnostics. For motor fault diagnosis via current signature analysis, refer to specialized predictive maintenance literature.",2026-04-29,pt-BR / en-US,registro_operacional,"Normalizar: MCSA | MSA | motor current signature analysis | análise assinatura corrente → tecnica_monitoramento. Registrar frequências de interesse (kHz) e método de aquisição (FFT, wavelet).",MCSA pode ser confundido com MSA (Measurement System Analysis) de metodologia Six Sigma — contexto motor elétrico: MCSA = análise de assinatura de corrente para diagnóstico de falhas.,MP001,,SI001 | SI003 | SI004 | GM001
MP003,manutencao_preditiva,Termografia,Thermography,termog.,TIR,infravermelho | imageamento térmico | câmera termográfica,infrared thermography | thermal imaging | IR inspection,°C,"Técnica de inspeção preditiva baseada na captura de imagens de radiação infravermelha emitida pelos equipamentos. Identifica pontos quentes em conexões elétricas, enrolamentos, rolamentos e carcaças de motores.","Predictive inspection technique based on capturing infrared radiation images emitted by equipment. Identifies hot spots in electrical connections, windings, bearings, and motor housings.","Câmera infravermelha: resolução mínima 320×240 px | sensibilidade < 50 mK | faixa −20°C a 650°C | Distância de inspeção: 1 m a 5 m (ajustar emissividade ε = 0,85 para motor pintado) | Condição de carga: mín. 40% carga nominal durante inspeção | Limites de ação: ΔT > 10°C (observar) | > 20°C (planejar) | > 40°C (agir imediatamente) | Norma: NBR ISO 18434-1 | IEC 60068-2-14",NBR ISO 18434-1,tecnica_monitoramento,Executada com motor em carga. Diferença de temperatura > 20°C em conexões indica anomalia grave.,Performed with motor under load. Temperature difference > 20°C at connections indicates a serious anomaly.,2026-04-29,pt-BR / en-US,registro_operacional,Normalizar: termografia | thermography | IR imaging | infravermelho → tecnica_monitoramento. Registrar temperatura máxima identificada (°C) e ponto de medição. ISO 18434-1.,"""IR"" em termografia (infrared) pode ser confundido com ""IR"" de resistência de isolamento — no contexto de manutenção preditiva com câmera: IR = infrared thermography.",MP001,,MP007 | MP009 | SI008
MP004,manutencao_preditiva,Análise de Vibração,Vibration Analysis,av.,VA,monitoramento de vibração | análise espectral,vibration monitoring | spectral analysis | FFT analysis,"mm/s, g, µm","Técnica de monitoramento de condição que mede e analisa as oscilações mecânicas do motor para identificar falhas em rolamentos, desbalanceamento, desalinhamento, frouxidão mecânica e ressonância.","Condition monitoring technique that measures and analyzes mechanical oscillations of the motor to identify bearing faults, unbalance, misalignment, mechanical looseness, and resonance.","Frequências características: 1× (desbalanceamento) | 2× (desalinhamento) | BPFO/BPFI/BSF (rolamento) | Limite zona A→B ISO 20816-3: 2,3 mm/s RMS (motores 15-300 kW, suporte rígido) | Limite zona C→D: 7,1 mm/s RMS (ação corretiva imediata) | Sensor: acelerômetro piezoelétrico, frequência útil 2 Hz a 20 kHz | Posição de medição: horizontal | vertical | axial nos mancais de cada extremidade",ISO 10816-3 | ISO 20816,tecnica_monitoramento,"Sensores: acelerômetro (alta frequência), velocímetro (frequência média), transdutor de deslocamento (baixa frequência/eixo).","Sensors: accelerometer (high frequency), velocimeter (mid frequency), displacement transducer (low frequency/shaft).",2026-04-29,pt-BR / en-US,registro_operacional,"Normalizar: análise vibração | vibration analysis | VA | análise de vibração → tecnica_monitoramento. Registrar espectro (Hz), grandeza (mm/s, g, μm) e método (FFT, envelope, banda de oitava). ISO 20816.","""VA"" como abreviação pode ser voltampere (elétrico) ou vibration analysis — desambiguar pelo contexto: número seguido de ""VA"" sem unidade de vibração = voltampere; análise técnica de vibração = VA preditiva.",MP001,,IS002 | SI006 | IS001
MP005,manutencao_preditiva,Análise de Óleo,Oil Analysis,ao.,OA,análise lubrificante | análise de lubrificante,lubricant analysis | oil condition monitoring,-,"Técnica de análise laboratorial que examina amostras de lubrificante (graxa ou óleo) de mancais e redutores para detectar contaminação, degradação e partículas de desgaste metálico.","Laboratory analysis technique that examines lubricant samples (grease or oil) from bearings and gearboxes to detect contamination, degradation, and metallic wear particles.",Parâmetros analisados: viscosidade | partículas metálicas | umidade | acidez (TAN/TBN) | contaminação | Intervalo de coleta: a cada 2.000 h ou trimestral (rolamentos graxados: inspeção visual) | Volume de amostra: 100 mL a 200 mL (para análise laboratorial completa) | Limite de ferrografia: > 50 ppm Fe = atenção | > 100 ppm = ação imediata | Norma: ISO 11500 | ASTM D4378 | DIN 51825 (graxa),ASTM D4378 | ISO 11500,tecnica_monitoramento,"Aplicável em mancais de deslizamento e redutores. Para motores com rolamentos, análise de graxa é menos comum.","Applicable to sliding bearings and gearboxes. For motors with rolling bearings, grease analysis is less common.",2026-04-29,pt-BR / en-US,registro_operacional,"Normalizar: análise óleo | oil analysis | lubrication analysis → tecnica_monitoramento. Parâmetros: viscosidade (cSt), índice acidez (TAN), partículas (ppm). ASTM D4378.",Análise de óleo em motor elétrico refere-se ao lubrificante dos rolamentos ou ao transformador de partida — qualificar: análise_oleo_rolamento vs. análise_oleo_transformador.,MP001,,SI002 | IS001 | TF002
MP006,manutencao_preditiva,MTBF,MTBF,MTBF,MTBF,tempo médio entre falhas,Mean Time Between Failures,horas,Indicador de confiabilidade que representa o tempo médio de operação entre falhas consecutivas de um equipamento. Calculado pelo total de horas de operação dividido pelo número de falhas no período.,Reliability indicator representing the average operating time between consecutive failures of a piece of equipment. Calculated by total operating hours divided by the number of failures in the period.,MTBF = Tempo total de operação / Número de falhas no período | MTBF típico motor IE3 bem mantido: 40.000 h a 80.000 h | MTBF motor sem PdM: 15.000 h a 25.000 h | Confiabilidade a t horas: R(t) = e^(−t/MTBF) (modelo exponencial) | Limite de alerta: MTBF observado < 50% MTBF histórico → revisar estratégia,IEC 60050-191 | ISO 14224,mtbf_horas,"MTBF = Tempo total de operação / Número de falhas. Quanto maior, mais confiável o equipamento.","MTBF = Total operating time / Number of failures. The higher the value, the more reliable the equipment.",2026-04-29,pt-BR / en-US,registro_operacional,Normalizar: MTBF | tempo médio entre falhas | mean time between failures → mtbf_horas. Registrar em horas. Calcular: MTBF = tempo_operacao_total / número_falhas.,MTBF aplica-se a itens reparáveis; MTTF (Mean Time To Failure) aplica-se a itens não reparáveis — motor elétrico industrial = item reparável → usar MTBF.,MP001,,GE002 | GE008 | TF002
MP007,manutencao_preditiva,MTTR,MTTR,MTTR,MTTR,tempo médio de reparo,Mean Time To Repair,horas,"Indicador de manutenção que representa o tempo médio necessário para reparar e colocar o equipamento novamente em operação após uma falha, incluindo diagnóstico, substituição e testes.","Maintenance indicator representing the average time needed to repair and return the equipment to operation after a failure, including diagnosis, replacement, and testing.",MTTR = Soma dos tempos de reparo / Número de reparos | MTTR típico troca de rolamento: 4 h a 8 h | MTTR típico rebobinamento: 3 dias a 10 dias | MTTR típico substituição completa: 2 h a 24 h (motor sobressalente) | Meta MTTR em operação crítica: < 4 h (requer motor reserva em estoque),IEC 60050-191 | ISO 14224,mttr_horas,MTTR = Tempo total de reparo / Número de falhas. Menor MTTR indica maior capacidade de resposta da equipe de manutenção.,MTTR = Total repair time / Number of failures. Lower MTTR indicates greater responsiveness of the maintenance team.,2026-04-29,pt-BR / en-US,registro_operacional,Normalizar: MTTR | tempo médio reparo | mean time to repair → mttr_horas. Registrar em horas. Calcular: MTTR = tempo_total_reparo / número_reparos.,"MTTR pode significar ""Mean Time To Repair"" ou ""Mean Time To Restore"" (inclui tempo logístico) — adotar IEC 60050-191: MTTR = tempo de reparo ativo, excluindo espera por peças.",,,MP003 | MP008 | SI008
MP008,manutencao_preditiva,Horas de Operação,Operating Hours,hs. op.,OH,horas trabalhadas | horímetro,running hours | service hours | hour meter,h (horas),Total de horas em que o motor esteve energizado e em operação. Parâmetro fundamental para programação de manutenções periódicas e cálculo de indicadores de confiabilidade.,Total hours the motor has been energized and in operation. Fundamental parameter for scheduling periodic maintenance and calculating reliability indicators.,"Fonte de dados: contador de horas integrado ao relé | CLP | SCADA | inversor de frequência | Formato de registro: horas decimais (ex.: 8760,5 h) | timestamp acumulado | Periodicidade de atualização: a cada operação (ideal) | diário (mínimo aceitável) | Integração: SAP-PM campo MSTAE (contador de horas) | Maximo | CMMS próprio | Limite de revisão geral: 20.000 h a 40.000 h (conforme fabricante e criticidade)",ISO 14224,horas_operacao_total,"Monitorado por horímetro físico ou sistema SCADA/DCS. Usado para calcular intervalo de troca de graxa, revisão geral, etc.","Monitored by physical hour meter or SCADA/DCS system. Used to calculate grease change interval, general overhaul, etc.",2026-04-29,pt-BR / en-US,registro_operacional,Normalizar: horas operação | run hours | operating hours | horímetro → horas_operacao_total. Registrar como inteiro ou float em horas decimais. Incrementar a cada ciclo de leitura.,Horas de operação totais diferem de horas de operação desde a última manutenção — manter dois campos separados: horas_operacao_total (cumulativo desde instalação) e horas_desde_manutencao.,,,MP007 | SI008 | MP003
SI001,sensores_instrumentacao,PT100,PT100,PT100,PT100,sensor de temperatura PT100 | RTD | termoresistência,RTD | resistance temperature detector | platinum resistance thermometer,Ω (Ohm) → °C,Sensor de temperatura do tipo RTD (Detector de Temperatura por Resistência) baseado em platina com resistência de 100 Ω a 0°C. Usado para monitoramento de temperatura em enrolamentos (Classe H: max 180°C) e mancais.,RTD (Resistance Temperature Detector) type temperature sensor based on platinum with resistance of 100 Ω at 0°C. Used for temperature monitoring in windings (Class H: max 180°C) and bearings.,"100 Ω a 0°C | 138,5 Ω a 100°C",IEC 60751 | DIN EN 60751,sensor_temperatura_tipo,Embedded nos enrolamentos durante a fabricação (3 ou 6 sensores em motores grandes). Requer transmissor ou entrada analógica no CLP/SCADA.,Embedded in windings during manufacture (3 or 6 sensors in large motors). Requires transmitter or analog input in PLC/SCADA.,2026-04-29,pt-BR / en-US,manual_tecnico,"Normalizar: PT100 | Pt100 | RTD | resistance thermometer → sensor_temperatura_tipo. Valores aceitos: PT100 | PT1000 | PT50 | NI120. Normalizar grafias: ""pt100"" | ""PT-100"" → ""PT100"". Curva IEC 60751.",PT100 e NTC/PTC são tecnologias de sensores de temperatura distintas — PT100 é RTD (resistência metálica linear); PTC/NTC são termistores (resposta não linear). Não intercambiar.,,,GM001 | TF001 | MP002
SI002,sensores_instrumentacao,Termistor PTC,PTC Thermistor,PTC,PTC,termistor de coeficiente positivo,positive temperature coefficient thermistor | Klixon,-,Sensor de temperatura com resistência que aumenta drasticamente acima de uma temperatura de comutação definida. Usado como proteção binária (liga/desliga) contra sobreaquecimento em motores. Instalado no enrolamento.,Temperature sensor with resistance that increases dramatically above a defined switching temperature. Used as binary protection (on/off) against overheating in motors. Installed in the winding.,"Temperatura de comutação: 130°C (classe B), 155°C (classe F), 180°C (classe H)",IEC 60034-11,protecao_termica_tipo,"Aciona relé de proteção que desliga o motor. Mais simples que PT100, sem medição contínua de temperatura.","Triggers protection relay that shuts down the motor. Simpler than PT100, without continuous temperature measurement.",2026-04-29,pt-BR / en-US,manual_tecnico,Normalizar: PTC | termistor PTC | thermal protection | KTY → protecao_termica_tipo. Valores: PTC_110 | PTC_120 | PTC_130 | PTC_140 | PTC_155 | PTC_180 (temperatura de trip em °C). IEC 60034-11.,PTC (Positive Temperature Coefficient) como termistor de proteção difere de PTC como elemento de aquecimento autolimitante — contexto de proteção de motor: PTC = termistor de trip em enrolamento.,,,CM001 | IS001 | MP005 | TF002
SI003,sensores_instrumentacao,Acelerômetro,Accelerometer,accel.,accel.,sensor de vibração | sensor piezoelétrico,vibration sensor | piezoelectric sensor | ICP sensor,g (aceleração gravitacional) ou m/s²,"Sensor que mede a aceleração de vibração de um ponto do equipamento. Baseado no efeito piezoelétrico. Fornece sinal proporcional à aceleração, integrável para obter velocidade e deslocamento de vibração.","Sensor that measures vibration acceleration at a point on the equipment. Based on the piezoelectric effect. Provides signal proportional to acceleration, integrable to obtain vibration velocity and displacement.","Sensibilidade: 100 mV/g | Faixa: 0,5 Hz a 15 kHz",ISO 10816 | ISO 20816,sensor_vibracao_tipo,Montado sobre o mancal (tampa de mancal). Conexão por parafuso ou adesivo. Cabo BNC ou M12.,Mounted on the bearing (bearing cap). Connection by bolt or adhesive. BNC or M12 cable.,2026-04-29,pt-BR / en-US,manual_tecnico,"Normalizar: acelerômetro | accelerometer | acc. | vibration sensor | MEMS acc → sensor_vibracao_tipo. Registrar sensibilidade (mV/g), faixa de frequência (Hz) e montagem (rosca, adesivo, magnético).","""Acc"" pode ser acelerômetro ou acumulador (de pressão hidráulica) — contexto sensor de vibração: acc = acelerômetro. Especificar tipo IEPE (alimentação por corrente constante) ou MEMS.",,,GM001 | TF003 | TF004 | MP002
SI004,sensores_instrumentacao,Encoder,Encoder,enc.,enc.,codificador de posição | tacômetro digital | sensor de posição angular,rotary encoder | optical encoder | incremental encoder | absolute encoder,pulsos/revolução (PPR),Dispositivo eletromecânico acoplado ao eixo do motor que converte a posição ou movimento angular em pulsos elétricos. Fornece feedback de posição e velocidade para sistemas de controle e inversores de frequência.,Electromechanical device coupled to the motor shaft that converts angular position or motion into electrical pulses. Provides position and speed feedback for control systems and frequency inverters.,256 PPR | 512 PPR | 1024 PPR | 2048 PPR,-,sensor_encoder_tipo,Tipos: incremental (velocidade e posição relativa) e absoluto (posição absoluta). Essencial em servo-drives e controle vetorial.,Types: incremental (speed and relative position) and absolute (absolute position). Essential in servo-drives and vector control.,2026-04-29,pt-BR / en-US,manual_tecnico,Normalizar: encoder | codificador | pulse sensor | tachometer → sensor_encoder_tipo. Tipos: incremental | absoluto | magnetico | optico. Registrar resolução (PPR) e tensão de alimentação (V).,"""Encoder"" pode ser encoder de posição (incremental/absoluto) ou encoder de vídeo/áudio (compressão) — contexto motor elétrico: encoder = sensor de posição angular rotativo.",,,GM001 | MP002 | SI001
SI005,acionamento_controle,Inversor de Frequência,Variable Frequency Drive,IF,VFD,variador de velocidade | drive | conversor de frequência,variable speed drive | VSD | frequency converter | AC drive,-,"Dispositivo eletrônico que controla a velocidade do motor variando a frequência e tensão de alimentação. Permite partida suave, controle de torque e economia de energia em cargas variáveis (bomba, ventilador, compressor).","Electronic device that controls motor speed by varying supply frequency and voltage. Enables soft start, torque control, and energy savings in variable loads (pumps, fans, compressors).",Faixa de frequência: 0 Hz a 120 Hz (velocidade zero a 2× nominal) | Tensão saída: 0 V a Un (conforme entrada) | Frequência PWM: 2 kHz a 16 kHz (afeta ruído audível e perdas no motor) | Overload típico: 150% × In por 60 s | 200% × In por 3 s (classe normal duty) | Eficiência conversão: 97% a 99% (inversores modernos IE classe A),IEC 61800 | NBR IEC 61800,acionamento_tipo,Motores alimentados por VFD devem ser IE3 ou especiais inverter-duty. Geram harmônicos e tensões de modo comum que podem degradar rolamentos (correntes de eixo).,VFD-fed motors must be IE3 or special inverter-duty. Generate harmonics and common-mode voltages that can degrade bearings (shaft currents).,2026-04-29,pt-BR / en-US,manual_tecnico,"Normalizar: VFD | inversor | variador freq | frequência variável | conversor | drive → acionamento_tipo. Valores: vfd | soft_starter | partida_direta | partida_estrela_triangulo | partida_autotransformador. Normalizar ""drive"" → ""vfd"".","""Conversor"" pode ser conversor de frequência (VFD), conversor A/D ou conversor de protocolo — contexto acionamento de motor: conversor = conversor de frequência (VFD/inversor).",,,AC003 | EL001 | EL005
